no,dates,type,work,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13
4003,2015-06-25,ts_kal,home,32,38,43,42,33,33,35,41,50,47,35,36,34
4004,2015-06-25,ts_kal,work,48,48,50,50,54,55,50,46,44,43,46,-999,-999
4005,2015-06-26,ts_kal,home,33,32,23,19,16,16,17,16,16,14,17,15,13
4006,2015-06-26,ts_kal,work,16,13,19,18,14,14,11,15,14,18,17,-999,-999
4007,2015-06-27,ts_kal,home,15,15,18,15,15,15,16,15,25,28,37,24,24
4008,2015-06-27,ts_kal,work,14,13,18,19,16,17,16,17,15,15,19,-999,-999
4009,2015-06-28,ts_kal,home,18,25,29,31,28,31,20,18,23,28,25,26,27
4010,2015-06-28,ts_kal,work,27,30,31,31,46,45,35,30,28,22,27,-999,-999
4011,2015-06-29,ts_kal,home,26,26,25,20,19,22,25,29,29,31,25,26,28
4012,2015-06-29,ts_kal,work,25,28,30,29,30,35,37,31,33,31,35,-999,-999
4013,2015-06-30,ts_kal,home,28,27,29,34,41,41,43,41,35,35,39,40,51
4014,2015-06-30,ts_kal,work,45,50,41,39,37,41,41,48,53,52,48,-999,-999
4015,2015-07-01,ts_kal,home,61,52,43,48,43,40,36,37,52,63,65,63,56
4016,2015-07-01,ts_kal,work,36,37,34,31,30,30,37,43,40,33,35,-999,-999
4017,2015-07-02,ts_kal,home,53,52,53,53,56,62,66,68,73,97,94,94,99
4018,2015-07-02,ts_kal,work,61,54,53,49,38,34,29,37,35,40,56,-999,-999
4019,2015-07-03,ts_kal,home,86,82,84,74,62,62,60,53,33,37,32,31,39
4020,2015-07-03,ts_kal,work,50,44,40,41,31,28,28,25,30,31,26,-999,-999
4021,2015-07-04,ts_kal,home,34,36,28,29,28,29,27,29,58,67,63,50,49
4022,2015-07-04,ts_kal,work,29,26,29,27,31,28,26,32,58,62,63,-999,-999
4023,2015-07-05,ts_kal,home,48,47,47,52,42,38,35,39,39,32,31,38,37
4024,2015-07-05,ts_kal,work,36,35,37,38,37,43,51,48,42,36,34,-999,-999
4025,2015-07-06,ts_kal,home,33,31,30,24,24,24,23,24,54,61,48,52,43
4026,2015-07-06,ts_kal,work,26,31,35,35,33,33,35,38,48,41,48,-999,-999
4027,2015-07-07,ts_kal,home,39,33,38,41,38,34,36,38,32,33,34,32,23
4028,2015-07-07,ts_kal,work,43,43,38,38,48,45,54,54,49,40,36,-999,-999
4029,2015-07-08,ts_kal,home,17,19,20,15,15,13,14,10,18,17,13,12,14
4030,2015-07-08,ts_kal,work,13,13,14,15,15,16,17,15,17,14,14,-999,-999
4031,2015-07-09,ts_kal,home,13,10,12,10,10,10,11,10,20,22,20,24,20
4032,2015-07-09,ts_kal,work,14,12,14,12,14,14,16,20,19,20,21,-999,-999
4033,2015-07-10,ts_kal,home,19,15,12,17,16,16,17,19,64,57,49,48,46
4034,2015-07-10,ts_kal,work,18,22,18,19,17,19,29,30,33,43,53,-999,-999
4035,2015-07-11,ts_kal,home,50,53,48,48,32,28,27,22,44,43,43,51,35
4036,2015-07-11,ts_kal,work,18,21,22,25,23,28,34,36,49,53,47,-999,-999
4037,2015-07-12,ts_kal,home,28,30,18,16,15,14,14,14,18,15,16,13,10
4038,2015-07-12,ts_kal,work,16,18,18,19,18,22,19,16,15,17,17,-999,-999
4039,2015-07-13,ts_kal,home,11,8,8,7,11,7,12,13,85,83,78,74,79
4040,2015-07-13,ts_kal,work,16,16,19,11,22,32,56,116,102,83,81,-999,-999
4041,2015-07-14,ts_kal,home,82,84,88,85,88,80,80,88,80,69,74,74,99
4042,2015-07-14,ts_kal,work,91,94,89,85,78,71,51,56,59,71,72,-999,-999
4043,2015-07-15,ts_kal,home,102,101,92,89,80,71,62,79,25,23,24,20,16
4044,2015-07-15,ts_kal,work,77,67,64,61,65,58,53,49,43,33,31,-999,-999
4045,2015-07-16,ts_kal,home,17,15,13,14,12,15,12,14,18,19,15,18,17
4046,2015-07-16,ts_kal,work,15,14,17,13,17,17,44,42,18,14,15,-999,-999
4047,2015-07-17,ts_kal,home,14,13,13,12,14,11,11,11,20,26,23,18,20
4048,2015-07-17,ts_kal,work,11,14,15,15,14,15,17,17,17,17,17,-999,-999
4049,2015-07-18,ts_kal,home,20,22,17,17,16,18,19,18,47,45,48,50,52
4050,2015-07-18,ts_kal,work,21,29,35,35,41,47,46,52,55,50,48,-999,-999
4051,2015-07-19,ts_kal,home,54,58,58,52,41,45,36,28,30,32,32,32,28
4052,2015-07-19,ts_kal,work,25,21,27,23,24,23,22,25,27,26,26,-999,-999
4053,2015-07-20,ts_kal,home,28,29,28,29,30,31,30,32,19,27,31,32,32
4054,2015-07-20,ts_kal,work,30,30,30,29,26,25,22,19,23,20,21,-999,-999
4055,2015-07-21,ts_kal,home,33,32,21,23,26,29,27,37,41,36,31,25,39
4056,2015-07-21,ts_kal,work,36,33,22,35,43,46,76,56,49,52,34,-999,-999
4057,2015-07-22,ts_kal,home,24,38,29,23,24,25,26,25,33,34,29,30,28
4058,2015-07-22,ts_kal,work,28,39,48,55,68,66,61,47,41,37,33,-999,-999
4059,2015-07-23,ts_kal,home,28,26,28,27,30,31,31,32,33,16,16,18,41
4060,2015-07-23,ts_kal,work,28,35,37,38,38,32,37,54,65,31,36,-999,-999
4061,2015-07-24,ts_kal,home,43,30,25,33,16,15,13,16,33,32,28,29,22
4062,2015-07-24,ts_kal,work,21,23,16,14,15,14,20,16,15,21,37,-999,-999
4063,2015-07-25,ts_kal,home,30,30,22,22,22,22,22,26,27,27,30,31,27
4064,2015-07-25,ts_kal,work,26,28,28,28,28,26,28,28,38,38,27,-999,-999
4065,2015-07-26,ts_kal,home,25,23,22,14,14,15,21,20,31,26,28,22,22
4066,2015-07-26,ts_kal,work,25,26,26,27,28,26,25,24,29,28,32,-999,-999
4067,2015-07-27,ts_kal,home,26,24,28,27,29,31,41,42,30,29,34,40,41
4068,2015-07-27,ts_kal,work,31,33,36,33,34,36,38,35,28,27,30,-999,-999
4069,2015-07-28,ts_kal,home,44,42,42,41,33,27,31,30,45,49,48,36,23
4070,2015-07-28,ts_kal,work,34,34,34,45,51,47,35,33,38,38,42,-999,-999
4071,2015-07-29,ts_kal,home,22,22,15,23,31,43,52,54,91,87,92,92,79
4072,2015-07-29,ts_kal,work,26,15,15,27,28,33,43,42,53,72,80,-999,-999
4073,2015-07-30,ts_kal,home,77,71,68,73,73,82,82,87,66,66,70,72,75
4074,2015-07-30,ts_kal,work,91,95,99,95,87,81,81,73,71,66,68,-999,-999
4075,2015-07-31,ts_kal,home,74,73,74,77,75,66,65,67,52,45,47,41,43
4076,2015-07-31,ts_kal,work,63,65,69,72,81,75,73,64,40,44,55,-999,-999
4077,2015-08-01,ts_kal,home,51,45,58,60,69,72,66,63,50,48,48,47,43
4078,2015-08-01,ts_kal,work,60,60,62,60,61,64,57,54,46,43,45,-999,-999
4079,2015-08-02,ts_kal,home,50,50,27,24,27,21,21,26,61,61,51,41,43
4080,2015-08-02,ts_kal,work,32,32,33,36,29,29,35,32,42,46,51,-999,-999
4081,2015-08-03,ts_kal,home,47,44,46,40,38,37,31,28,35,30,28,30,29
4082,2015-08-03,ts_kal,work,32,35,30,34,34,38,39,37,32,31,32,-999,-999
4083,2015-08-04,ts_kal,home,27,26,25,26,23,26,26,25,40,44,50,50,53
4084,2015-08-04,ts_kal,work,25,27,31,33,32,36,36,38,37,37,38,-999,-999
4085,2015-08-05,ts_kal,home,52,50,50,47,46,51,46,46,46,44,35,38,35
4086,2015-08-05,ts_kal,work,45,39,26,23,30,27,45,44,32,40,43,-999,-999
4087,2015-08-06,ts_kal,home,29,26,29,30,30,30,30,27,48,46,38,37,38
4088,2015-08-06,ts_kal,work,32,30,30,32,35,38,47,45,52,48,45,-999,-999
4089,2015-08-07,ts_kal,home,35,32,32,31,31,32,32,37,42,49,45,52,51
4090,2015-08-07,ts_kal,work,43,46,52,53,49,56,52,54,38,37,28,-999,-999
4091,2015-08-08,ts_kal,home,50,48,49,47,47,45,47,46,24,31,29,28,31
4092,2015-08-08,ts_kal,work,48,47,51,53,54,64,28,14,22,19,23,-999,-999
4093,2015-08-09,ts_kal,home,30,31,22,19,21,28,28,27,28,18,20,21,18
4094,2015-08-09,ts_kal,work,28,31,27,28,29,32,27,25,29,24,26,-999,-999
4095,2015-08-10,ts_kal,home,19,20,19,21,21,25,22,23,43,46,47,47,51
4096,2015-08-10,ts_kal,work,26,33,33,34,35,45,46,39,44,48,48,-999,-999
4097,2015-08-11,ts_kal,home,55,56,60,53,62,80,82,77,61,65,72,58,62
4098,2015-08-11,ts_kal,work,67,63,65,60,79,76,79,68,64,60,58,-999,-999
4099,2015-08-12,ts_kal,home,60,74,68,76,63,70,71,63,50,66,57,55,55
4100,2015-08-12,ts_kal,work,61,60,61,50,52,47,48,48,60,61,52,-999,-999
4101,2015-08-13,ts_kal,home,54,49,54,46,44,49,50,53,39,40,48,50,57
4102,2015-08-13,ts_kal,work,55,61,65,58,57,34,42,42,51,44,38,-999,-999
4103,2015-08-14,ts_kal,home,54,56,55,55,62,67,63,66,43,45,50,48,55
4104,2015-08-14,ts_kal,work,52,44,40,39,39,43,50,49,47,44,45,-999,-999
4105,2015-08-15,ts_kal,home,58,61,62,66,64,66,66,58,85,90,93,112,109
4106,2015-08-15,ts_kal,work,54,57,57,61,62,57,81,85,87,83,85,-999,-999
4107,2015-08-16,ts_kal,home,121,125,125,121,127,113,113,109,23,13,17,11,49
4108,2015-08-16,ts_kal,work,94,88,88,80,77,67,87,71,66,43,35,-999,-999
4109,2015-08-17,ts_kal,home,13,20,26,25,27,25,28,25,37,35,41,38,28
4110,2015-08-17,ts_kal,work,29,27,33,37,39,38,35,36,34,40,38,-999,-999
4111,2015-08-18,ts_kal,home,26,29,27,23,23,25,24,23,36,35,40,43,40
4112,2015-08-18,ts_kal,work,22,24,25,23,23,24,23,21,25,29,38,-999,-999
4113,2015-08-19,ts_kal,home,39,49,51,59,56,52,52,54,59,51,31,30,36
4114,2015-08-19,ts_kal,work,45,48,50,51,51,49,45,40,38,55,54,-999,-999
4115,2015-08-20,ts_kal,home,30,29,36,44,42,51,44,43,40,35,41,33,38
4116,2015-08-20,ts_kal,work,42,48,44,57,42,43,47,40,37,40,33,-999,-999
4117,2015-08-21,ts_kal,home,35,34,35,35,36,36,36,38,37,40,38,34,36
4118,2015-08-21,ts_kal,work,41,42,39,42,41,45,43,36,44,33,29,-999,-999
4119,2015-08-22,ts_kal,home,36,38,35,35,40,44,45,48,36,43,41,42,48
4120,2015-08-22,ts_kal,work,50,53,53,67,54,46,45,44,39,38,39,-999,-999
4121,2015-08-23,ts_kal,home,50,55,55,52,50,45,44,44,47,47,49,48,49
4122,2015-08-23,ts_kal,work,48,42,43,40,37,38,38,37,54,54,59,-999,-999
4123,2015-08-24,ts_kal,home,46,43,41,41,39,40,40,39,18,17,13,17,16
4124,2015-08-24,ts_kal,work,40,45,49,47,46,42,41,41,29,25,22,-999,-999
4125,2015-08-25,ts_kal,home,16,15,14,12,11,8,10,11,15,14,12,14,14
4126,2015-08-25,ts_kal,work,13,11,13,10,10,12,12,13,13,11,16,-999,-999
4127,2015-08-26,ts_kal,home,14,11,10,14,12,9,11,11,27,35,21,23,22
4128,2015-08-26,ts_kal,work,11,14,13,13,17,19,23,19,16,19,17,-999,-999
4129,2015-08-27,ts_kal,home,19,19,21,25,31,38,38,37,37,34,30,34,34
4130,2015-08-27,ts_kal,work,39,43,49,41,24,29,37,24,31,46,28,-999,-999
4131,2015-08-28,ts_kal,home,34,29,28,24,25,23,26,30,40,37,43,39,43
4132,2015-08-28,ts_kal,work,34,35,31,32,31,33,40,39,40,36,35,-999,-999
4133,2015-08-29,ts_kal,home,49,41,50,34,27,26,31,34,50,46,46,33,38
4134,2015-08-29,ts_kal,work,36,30,30,32,32,33,33,36,46,50,45,-999,-999
4135,2015-08-30,ts_kal,home,41,40,37,37,48,42,37,34,45,46,44,48,52
4136,2015-08-30,ts_kal,work,36,35,35,32,33,33,47,52,48,36,43,-999,-999
4137,2015-08-31,ts_kal,home,43,41,40,42,43,42,43,43,48,53,48,37,27
4138,2015-08-31,ts_kal,work,47,45,38,39,43,39,34,39,34,33,39,-999,-999
4139,2015-09-01,ts_kal,home,29,31,27,28,31,28,27,32,28,28,27,26,24
4140,2015-09-01,ts_kal,work,29,30,30,27,26,24,24,25,23,24,24,-999,-999
4141,2015-09-02,ts_kal,home,24,23,21,23,21,18,16,20,41,35,36,38,38
4142,2015-09-02,ts_kal,work,24,29,31,33,38,46,28,35,36,29,29,-999,-999
4143,2015-09-03,ts_kal,home,54,37,41,39,39,36,37,37,33,34,40,33,36
4144,2015-09-03,ts_kal,work,36,39,28,22,22,19,22,23,24,29,30,-999,-999
4145,2015-09-04,ts_kal,home,32,32,31,36,36,32,32,31,48,68,66,59,51
4146,2015-09-04,ts_kal,work,31,31,36,34,34,47,42,36,36,41,42,-999,-999
4147,2015-09-05,ts_kal,home,49,45,46,48,42,42,43,45,31,32,28,33,34
4148,2015-09-05,ts_kal,work,46,47,34,23,20,24,25,27,27,27,35,-999,-999
4149,2015-09-06,ts_kal,home,21,21,22,20,19,14,17,15,17,19,20,19,16
4150,2015-09-06,ts_kal,work,12,13,11,12,16,16,14,15,16,17,18,-999,-999
4151,2015-09-07,ts_kal,home,17,16,14,19,14,17,17,15,18,24,26,19,15
4152,2015-09-07,ts_kal,work,15,18,16,16,18,15,16,16,19,18,21,-999,-999
4153,2015-09-08,ts_kal,home,17,16,18,14,12,15,18,15,21,19,21,19,18
4154,2015-09-08,ts_kal,work,18,18,19,16,15,16,20,16,42,18,22,-999,-999
4155,2015-09-09,ts_kal,home,18,16,15,14,17,15,20,17,24,27,28,22,22
4156,2015-09-09,ts_kal,work,18,22,24,23,26,23,21,24,23,22,22,-999,-999
4157,2015-09-10,ts_kal,home,24,21,22,24,24,27,26,28,41,52,53,56,56
4158,2015-09-10,ts_kal,work,29,30,32,30,34,38,39,33,34,33,33,-999,-999
4159,2015-09-11,ts_kal,home,59,54,51,51,56,55,56,53,30,29,28,27,28
4160,2015-09-11,ts_kal,work,56,50,53,51,40,37,40,42,40,39,35,-999,-999
4161,2015-09-12,ts_kal,home,30,33,27,27,24,26,26,27,31,32,28,29,28
4162,2015-09-12,ts_kal,work,29,29,23,26,30,31,28,24,25,27,33,-999,-999
4163,2015-09-13,ts_kal,home,23,26,25,34,24,23,27,20,38,34,33,38,29
4164,2015-09-13,ts_kal,work,24,23,26,22,22,19,23,24,23,29,32,-999,-999
4165,2015-09-14,ts_kal,home,30,27,31,24,24,24,28,27,55,46,46,42,39
4166,2015-09-14,ts_kal,work,29,27,39,38,39,33,30,36,36,38,46,-999,-999
4167,2015-09-15,ts_kal,home,41,44,43,46,35,31,29,25,31,41,36,29,22
4168,2015-09-15,ts_kal,work,23,25,37,35,31,26,26,25,26,21,25,-999,-999
4169,2015-09-16,ts_kal,home,24,26,21,19,19,21,24,24,25,30,25,21,19
4170,2015-09-16,ts_kal,work,24,21,22,21,17,14,19,18,16,16,17,-999,-999
4171,2015-09-17,ts_kal,home,12,12,12,16,14,13,15,14,19,15,15,16,15
4172,2015-09-17,ts_kal,work,14,16,21,18,18,18,18,16,17,16,17,-999,-999
4173,2015-09-18,ts_kal,home,14,16,17,11,14,16,15,17,40,34,37,32,24
4174,2015-09-18,ts_kal,work,20,20,24,26,19,21,20,23,27,37,38,-999,-999
4175,2015-09-19,ts_kal,home,26,26,27,29,28,27,27,28,48,45,45,49,50
4176,2015-09-19,ts_kal,work,29,31,32,37,40,33,34,33,35,46,42,-999,-999
4177,2015-09-20,ts_kal,home,64,59,55,60,52,61,55,51,52,57,51,56,55
4178,2015-09-20,ts_kal,work,51,55,50,58,52,58,61,55,55,52,62,-999,-999
4179,2015-09-21,ts_kal,home,58,48,49,47,43,50,53,52,54,60,59,48,51
4180,2015-09-21,ts_kal,work,58,65,50,52,45,41,45,44,43,53,53,-999,-999
4181,2015-09-22,ts_kal,home,54,53,53,56,50,51,51,48,53,46,44,56,52
4182,2015-09-22,ts_kal,work,44,42,43,44,41,36,35,39,35,33,43,-999,-999
4183,2015-09-23,ts_kal,home,55,79,41,41,87,83,88,69,42,47,42,46,45
4184,2015-09-23,ts_kal,work,46,36,41,42,40,34,31,36,36,32,37,-999,-999
4185,2015-09-24,ts_kal,home,48,54,39,40,38,39,46,50,56,61,57,59,60
4186,2015-09-24,ts_kal,work,54,45,40,37,37,30,32,32,31,44,58,-999,-999
4187,2015-09-25,ts_kal,home,59,59,57,53,46,42,38,35,58,53,69,80,96
4188,2015-09-25,ts_kal,work,30,30,28,29,32,31,31,34,41,50,55,-999,-999
4189,2015-09-26,ts_kal,home,39,40,86,80,77,69,79,79,57,53,51,58,49
4190,2015-09-26,ts_kal,work,75,74,59,56,62,59,42,39,42,44,60,-999,-999
4191,2015-09-27,ts_kal,home,48,47,46,42,39,36,39,39,33,30,31,40,44
4192,2015-09-27,ts_kal,work,35,36,37,36,34,33,34,33,29,27,33,-999,-999
4193,2015-09-28,ts_kal,home,38,34,31,38,31,31,30,34,32,41,41,50,54
4194,2015-09-28,ts_kal,work,32,29,31,31,31,29,35,33,36,30,33,-999,-999
4195,2015-09-29,ts_kal,home,50,44,41,37,35,29,28,25,23,24,24,19,19
4196,2015-09-29,ts_kal,work,22,30,22,21,21,20,19,18,21,20,28,-999,-999
4197,2015-09-30,ts_kal,home,19,23,19,21,20,21,21,20,30,30,26,28,29
4198,2015-09-30,ts_kal,work,19,19,18,21,18,17,25,18,21,26,28,-999,-999
4199,2015-10-01,ts_kal,home,24,26,26,22,24,21,21,20,29,28,21,25,23
4200,2015-10-01,ts_kal,work,20,20,16,16,13,12,16,24,19,19,24,-999,-999
4201,2015-10-02,ts_kal,home,24,26,27,31,35,32,34,38,38,42,38,43,45
4202,2015-10-02,ts_kal,work,41,48,49,34,30,25,22,36,28,28,28,-999,-999
4203,2015-10-03,ts_kal,home,43,44,46,45,45,44,44,48,25,31,39,42,36
4204,2015-10-03,ts_kal,work,54,77,90,83,67,49,30,29,30,29,29,-999,-999
4205,2015-10-04,ts_kal,home,34,33,32,27,25,28,28,26,35,28,31,32,36
4206,2015-10-04,ts_kal,work,23,22,29,27,26,31,30,28,26,33,34,-999,-999
4207,2015-10-05,ts_kal,home,29,32,58,31,34,30,33,37,37,31,37,46,38
4208,2015-10-05,ts_kal,work,32,35,37,36,39,29,34,36,32,27,29,-999,-999
4209,2015-10-06,ts_kal,home,46,35,29,24,21,32,35,37,35,44,54,38,37
4210,2015-10-06,ts_kal,work,39,37,42,36,38,38,44,48,38,31,28,-999,-999
4211,2015-10-07,ts_kal,home,38,40,39,35,33,36,36,35,61,73,65,64,53
4212,2015-10-07,ts_kal,work,35,41,46,44,47,60,60,57,52,45,54,-999,-999
4213,2015-10-08,ts_kal,home,54,57,61,57,61,55,53,60,57,60,53,44,42
4214,2015-10-08,ts_kal,work,62,68,72,47,35,45,47,41,38,42,39,-999,-999
4215,2015-10-09,ts_kal,home,41,41,42,44,41,37,31,29,55,46,37,35,31
4216,2015-10-09,ts_kal,work,28,28,31,29,28,27,26,30,30,29,36,-999,-999
4217,2015-10-10,ts_kal,home,32,31,37,34,27,25,22,21,31,31,32,25,22
4218,2015-10-10,ts_kal,work,21,20,22,29,31,32,33,38,30,30,27,-999,-999
4219,2015-10-11,ts_kal,home,22,19,19,28,18,19,21,26,33,22,38,29,24
4220,2015-10-11,ts_kal,work,29,23,21,21,20,18,23,21,23,20,27,-999,-999
4221,2015-10-12,ts_kal,home,23,31,30,26,23,21,24,24,28,31,27,26,40
4222,2015-10-12,ts_kal,work,24,25,18,20,19,19,18,22,44,44,33,-999,-999
4223,2015-10-13,ts_kal,home,39,28,34,25,25,24,24,26,46,54,57,57,62
4224,2015-10-13,ts_kal,work,33,34,34,29,26,25,21,29,30,35,39,-999,-999
4225,2015-10-14,ts_kal,home,60,62,63,58,46,44,37,39,59,62,67,74,67
4226,2015-10-14,ts_kal,work,49,50,46,46,42,40,38,43,48,58,56,-999,-999
4227,2015-10-15,ts_kal,home,59,56,56,55,52,50,46,49,99,104,107,111,108
4228,2015-10-15,ts_kal,work,50,57,60,61,63,57,46,46,86,44,95,-999,-999
4229,2015-10-16,ts_kal,home,115,120,129,123,42,41,104,98,67,77,77,66,65
4230,2015-10-16,ts_kal,work,95,98,95,100,78,58,57,59,64,67,67,-999,-999
4231,2015-10-17,ts_kal,home,65,71,58,67,55,55,61,61,61,79,67,69,64
4232,2015-10-17,ts_kal,work,66,67,74,75,58,52,44,48,57,70,67,-999,-999
4233,2015-10-18,ts_kal,home,66,58,57,59,65,62,58,60,110,110,104,114,111
4234,2015-10-18,ts_kal,work,61,63,71,79,83,81,83,93,91,96,113,-999,-999
4235,2015-10-19,ts_kal,home,122,112,107,105,105,107,96,96,146,126,133,142,145
4236,2015-10-19,ts_kal,work,95,97,89,87,83,84,83,99,103,105,117,-999,-999
4237,2015-10-20,ts_kal,home,146,126,110,99,88,80,70,76,92,92,97,101,100
4238,2015-10-20,ts_kal,work,90,103,107,100,102,110,108,107,110,95,79,-999,-999
4239,2015-10-21,ts_kal,home,86,86,90,93,90,88,96,105,159,167,148,150,148
4240,2015-10-21,ts_kal,work,105,113,122,127,119,118,126,132,137,142,149,-999,-999
4241,2015-10-22,ts_kal,home,147,137,138,143,137,112,107,104,61,55,70,76,48
4242,2015-10-22,ts_kal,work,113,91,75,68,70,70,80,95,107,96,61,-999,-999
4243,2015-10-23,ts_kal,home,49,47,47,46,83,77,67,59,39,55,42,30,34
4244,2015-10-23,ts_kal,work,52,55,58,56,52,40,35,33,27,43,27,-999,-999
4245,2015-10-24,ts_kal,home,35,42,46,53,63,78,57,46,44,60,38,36,35
4246,2015-10-24,ts_kal,work,41,40,47,48,39,30,29,26,24,25,29,-999,-999
4247,2015-10-25,ts_kal,home,40,30,35,35,28,30,31,31,46,54,47,47,41
4248,2015-10-25,ts_kal,work,31,29,32,30,31,29,27,25,29,34,42,-999,-999
4249,2015-10-26,ts_kal,home,39,34,33,30,25,25,27,28,43,45,39,41,39
4250,2015-10-26,ts_kal,work,28,33,35,39,33,38,37,36,37,46,47,-999,-999
4251,2015-10-27,ts_kal,home,41,36,35,25,16,18,17,16,43,42,38,29,30
4252,2015-10-27,ts_kal,work,16,14,20,32,43,62,91,78,63,54,48,-999,-999
4253,2015-10-28,ts_kal,home,30,32,36,37,34,30,29,31,35,35,27,24,24
4254,2015-10-28,ts_kal,work,33,29,35,34,35,34,37,38,36,34,35,-999,-999
4255,2015-10-29,ts_kal,home,20,21,24,30,30,22,21,22,30,30,28,29,43
4256,2015-10-29,ts_kal,work,25,24,24,30,26,28,25,28,28,28,28,-999,-999
4257,2015-10-30,ts_kal,home,28,33,36,31,26,30,31,32,29,20,20,24,24
4258,2015-10-30,ts_kal,work,34,32,33,35,34,34,33,32,35,35,34,-999,-999
4259,2015-10-31,ts_kal,home,30,35,23,26,25,25,23,28,47,62,69,56,67
4260,2015-10-31,ts_kal,work,32,32,30,28,35,36,35,36,35,33,43,-999,-999
4261,2015-11-01,ts_kal,home,65,40,36,37,35,40,36,35,57,63,58,60,66
4262,2015-11-01,ts_kal,work,40,43,44,44,44,39,29,35,41,51,54,-999,-999
4263,2015-11-02,ts_kal,home,66,61,65,57,54,55,54,58,84,68,68,87,72
4264,2015-11-02,ts_kal,work,61,59,56,50,43,48,46,48,56,69,80,-999,-999
4265,2015-11-03,ts_kal,home,66,80,70,62,60,58,60,61,50,102,103,93,83
4266,2015-11-03,ts_kal,work,67,79,80,83,78,80,79,75,80,44,47,-999,-999
4267,2015-11-04,ts_kal,home,81,82,81,81,81,80,84,87,111,114,118,117,111
4268,2015-11-04,ts_kal,work,94,100,105,111,89,75,82,78,80,77,89,-999,-999
4269,2015-11-05,ts_kal,home,103,94,102,103,100,96,96,100,94,109,90,92,86
4270,2015-11-05,ts_kal,work,109,119,89,93,83,70,64,54,55,66,75,-999,-999
4271,2015-11-06,ts_kal,home,80,79,69,68,62,48,48,52,42,38,35,34,32
4272,2015-11-06,ts_kal,work,55,63,75,69,61,57,56,47,38,35,36,-999,-999
4273,2015-11-07,ts_kal,home,20,24,20,18,13,12,13,15,17,16,19,14,11
4274,2015-11-07,ts_kal,work,14,15,17,16,18,20,20,17,17,12,16,-999,-999
4275,2015-11-08,ts_kal,home,8,8,7,7,9,8,9,8,15,13,12,9,7
4276,2015-11-08,ts_kal,work,7,8,8,10,13,11,14,13,9,12,14,-999,-999
4277,2015-11-09,ts_kal,home,15,8,6,8,9,9,6,10,45,49,43,49,58
4278,2015-11-09,ts_kal,work,15,14,14,17,15,14,15,15,15,18,23,-999,-999
4279,2015-11-10,ts_kal,home,62,60,54,63,62,61,56,55,89,101,82,93,88
4280,2015-11-10,ts_kal,work,54,53,53,51,43,40,33,35,40,65,85,-999,-999
4281,2015-11-11,ts_kal,home,74,73,64,60,60,68,59,60,70,76,72,52,34
4282,2015-11-11,ts_kal,work,54,44,40,33,36,44,43,50,42,47,59,-999,-999
4283,2015-11-12,ts_kal,home,26,25,21,20,18,15,17,17,34,27,31,28,26
4284,2015-11-12,ts_kal,work,21,23,26,24,17,20,22,19,22,20,23,-999,-999
4285,2015-11-13,ts_kal,home,25,24,21,18,18,18,19,27,16,14,14,19,12
4286,2015-11-13,ts_kal,work,45,30,29,23,21,21,19,16,17,15,19,-999,-999
4287,2015-11-14,ts_kal,home,10,9,8,6,8,8,8,12,36,55,36,24,47
4288,2015-11-14,ts_kal,work,16,16,15,13,16,18,19,22,27,29,28,-999,-999
4289,2015-11-15,ts_kal,home,25,19,19,21,19,21,23,21,38,37,32,33,45
4290,2015-11-15,ts_kal,work,27,26,22,20,23,36,28,21,21,26,38,-999,-999
4291,2015-11-16,ts_kal,home,36,34,39,32,31,30,31,34,31,29,26,23,27
4292,2015-11-16,ts_kal,work,46,58,50,40,40,39,37,38,40,34,32,-999,-999
4293,2015-11-17,ts_kal,home,22,22,23,25,20,20,16,22,45,45,42,42,39
4294,2015-11-17,ts_kal,work,22,24,25,27,19,19,20,17,27,25,33,-999,-999
4295,2015-11-18,ts_kal,home,31,17,13,13,10,13,13,20,11,11,15,18,15
4296,2015-11-18,ts_kal,work,26,28,25,20,16,17,10,20,49,49,16,-999,-999
4297,2015-11-19,ts_kal,home,14,13,9,12,8,8,10,13,27,34,35,31,27
4298,2015-11-19,ts_kal,work,17,17,17,18,20,19,23,24,26,28,31,-999,-999
4299,2015-11-20,ts_kal,home,27,27,26,30,28,31,28,36,67,68,66,62,63
4300,2015-11-20,ts_kal,work,38,38,37,39,37,43,45,44,51,53,47,-999,-999
4301,2015-11-21,ts_kal,home,55,64,58,55,48,45,46,50,71,79,72,69,69
4302,2015-11-21,ts_kal,work,53,55,52,54,52,50,54,58,62,57,60,-999,-999
4303,2015-11-22,ts_kal,home,58,51,49,52,49,49,47,45,27,19,13,10,10
4304,2015-11-22,ts_kal,work,40,38,37,37,37,40,40,40,34,30,27,-999,-999
4305,2015-11-23,ts_kal,home,6,8,6,8,6,7,6,8,27,20,21,19,30
4306,2015-11-23,ts_kal,work,9,14,13,16,15,17,17,19,27,25,23,-999,-999
4307,2015-11-24,ts_kal,home,45,41,35,40,48,33,30,31,17,14,12,14,16
4308,2015-11-24,ts_kal,work,34,34,37,40,39,37,39,30,21,18,17,-999,-999
4309,2015-11-25,ts_kal,home,14,14,12,8,6,6,8,9,33,33,32,32,31
4310,2015-11-25,ts_kal,work,9,9,12,15,20,20,21,24,25,26,30,-999,-999
4311,2015-11-26,ts_kal,home,34,34,31,31,35,38,34,35,44,51,49,48,50
4312,2015-11-26,ts_kal,work,36,39,38,34,37,41,43,45,42,40,37,-999,-999
