no,dates,type,work,h1,h2,h3,h4,h5,h6,h7,h8,h9,h10,h11,h12,h13
5919,2018-02-08,ts_kal,home,25,31,29,31,35,33,38,41,34,34,19,23,23
5920,2018-02-08,ts_kal,work,46,48,45,44,49,40,45,48,43,42,43,-999,-999
5921,2018-02-09,ts_kal,home,25,20,24,22,19,20,19,26,25,22,27,23,23
5922,2018-02-09,ts_kal,work,33,26,34,35,43,44,28,35,26,32,37,-999,-999
5923,2018-02-10,ts_kal,home,28,33,25,23,28,25,29,33,38,51,42,31,33
5924,2018-02-10,ts_kal,work,33,34,27,39,35,31,33,30,31,35,44,-999,-999
5925,2018-02-11,ts_kal,home,29,30,30,31,27,27,22,26,17,21,34,41,33
5926,2018-02-11,ts_kal,work,28,28,27,24,32,39,46,29,25,26,24,-999,-999
5927,2018-02-12,ts_kal,home,26,25,24,32,30,37,35,39,26,37,36,38,37
5928,2018-02-12,ts_kal,work,39,32,27,34,37,23,21,34,24,31,26,-999,-999
5929,2018-02-13,ts_kal,home,38,38,34,37,31,26,31,28,84,92,112,114,105
5930,2018-02-13,ts_kal,work,33,40,32,46,48,10,15,17,18,35,67,-999,-999
5931,2018-02-14,ts_kal,home,108,107,97,92,92,102,101,104,83,93,104,122,120
5932,2018-02-14,ts_kal,work,94,109,99,109,82,64,67,62,55,60,83,-999,-999
5933,2018-02-15,ts_kal,home,100,78,58,58,54,52,52,55,45,53,52,46,38
5934,2018-02-15,ts_kal,work,66,83,82,83,69,86,72,68,63,40,43,-999,-999
5935,2018-02-16,ts_kal,home,36,35,39,31,34,37,37,38,60,45,45,34,27
5936,2018-02-16,ts_kal,work,56,62,72,58,61,45,55,90,77,74,66,-999,-999
5937,2018-02-17,ts_kal,home,25,21,26,30,32,36,31,42,36,41,44,43,34
5938,2018-02-17,ts_kal,work,56,51,49,42,45,52,52,55,83,64,48,-999,-999
5939,2018-02-18,ts_kal,home,37,33,35,39,37,42,43,43,36,31,37,43,39
5940,2018-02-18,ts_kal,work,47,38,49,39,37,28,36,39,34,35,41,-999,-999
5941,2018-02-19,ts_kal,home,23,20,24,25,24,32,31,36,37,40,40,38,36
5942,2018-02-19,ts_kal,work,40,38,38,28,31,23,24,34,38,35,39,-999,-999
5943,2018-02-20,ts_kal,home,33,32,36,36,28,30,25,30,61,56,64,61,67
5944,2018-02-20,ts_kal,work,38,32,33,33,40,50,60,59,53,47,57,-999,-999
5945,2018-02-21,ts_kal,home,55,41,43,50,47,47,48,64,97,121,126,116,99
5946,2018-02-21,ts_kal,work,67,74,75,84,111,110,109,107,102,99,88,-999,-999
5947,2018-02-22,ts_kal,home,103,104,95,85,77,95,96,101,46,64,71,66,52
5948,2018-02-22,ts_kal,work,100,94,78,68,41,23,29,50,54,52,45,-999,-999
5949,2018-02-23,ts_kal,home,52,56,63,65,52,36,33,33,89,92,108,113,107
5950,2018-02-23,ts_kal,work,39,45,55,57,56,54,50,50,55,74,81,-999,-999
5951,2018-02-24,ts_kal,home,105,106,102,103,93,102,99,83,118,126,138,152,140
5952,2018-02-24,ts_kal,work,94,91,62,65,66,68,81,92,102,104,114,-999,-999
5953,2018-02-25,ts_kal,home,112,83,44,37,40,61,100,110,49,52,59,54,51
5954,2018-02-25,ts_kal,work,102,88,67,66,53,43,38,28,44,73,45,-999,-999
5955,2018-02-26,ts_kal,home,44,40,35,38,36,37,36,34,46,50,46,45,45
5956,2018-02-26,ts_kal,work,40,36,39,40,38,40,37,36,30,35,44,-999,-999
5957,2018-02-27,ts_kal,home,43,44,42,40,38,43,44,41,43,50,40,39,40
5958,2018-02-27,ts_kal,work,45,45,50,38,36,33,27,32,29,31,35,-999,-999
5959,2018-02-28,ts_kal,home,44,43,44,43,44,41,45,44,38,49,58,65,67
5960,2018-02-28,ts_kal,work,48,52,43,41,41,49,39,40,23,50,44,-999,-999
5961,2018-03-01,ts_kal,home,60,54,51,43,45,38,43,41,46,47,46,39,47
5962,2018-03-01,ts_kal,work,43,36,51,45,30,27,28,45,60,55,56,-999,-999
5963,2018-03-01,ts_kal,home,47,45,40,46,43,40,44,52,52,49,51,45,47
5964,2018-03-01,ts_kal,work,60,60,55,51,46,44,56,64,55,60,71,-999,-999
5965,2018-03-02,ts_kal,home,51,51,59,58,56,59,61,62,17,8,23,20,13
5966,2018-03-02,ts_kal,work,52,42,49,45,52,45,40,27,16,18,19,-999,-999
5967,2018-03-03,ts_kal,home,14,12,10,13,9,9,10,13,35,45,40,26,23
5968,2018-03-03,ts_kal,work,17,13,15,13,18,20,25,33,41,49,35,-999,-999
5969,2018-03-04,ts_kal,home,20,21,21,19,20,15,15,16,16,5,16,14,13
5970,2018-03-04,ts_kal,work,13,17,25,23,19,19,23,21,15,15,17,-999,-999
5971,2018-03-05,ts_kal,home,13,9,16,11,10,6,7,5,7,21,12,11,10
5972,2018-03-05,ts_kal,work,10,14,16,17,16,15,21,12,17,16,12,-999,-999
5973,2018-03-06,ts_kal,home,8,3,7,4,3,5,3,11,117,122,89,83,74
5974,2018-03-06,ts_kal,work,20,15,14,19,40,115,153,163,148,136,133,-999,-999
5975,2018-03-07,ts_kal,home,81,78,69,58,60,50,56,61,56,57,66,73,70
5976,2018-03-07,ts_kal,work,53,52,66,59,64,67,70,73,65,51,51,-999,-999
5977,2018-03-08,ts_kal,home,63,55,62,54,56,51,56,50,55,21,27,34,38
5978,2018-03-08,ts_kal,work,54,58,60,56,64,44,49,45,53,52,50,-999,-999
5979,2018-03-09,ts_kal,home,41,44,41,45,48,42,48,52,41,51,44,39,18
5980,2018-03-09,ts_kal,work,57,61,66,57,46,34,36,39,54,56,44,-999,-999
5981,2018-03-10,ts_kal,home,11,11,11,13,14,16,35,30,30,32,72,73,70
5982,2018-03-10,ts_kal,work,31,34,32,36,47,63,40,23,33,44,48,-999,-999
5983,2018-03-11,ts_kal,home,66,66,68,51,38,30,26,26,25,12,26,25,23
5984,2018-03-11,ts_kal,work,23,18,27,27,26,24,25,31,29,23,31,-999,-999
5985,2018-03-12,ts_kal,home,23,22,23,21,27,23,28,22,31,40,46,45,41
5986,2018-03-12,ts_kal,work,27,25,29,21,28,16,17,21,22,35,40,-999,-999
5987,2018-03-13,ts_kal,home,45,46,46,41,47,49,60,59,38,34,35,38,38
5988,2018-03-13,ts_kal,work,68,64,62,68,75,74,74,66,59,64,55,-999,-999
5989,2018-03-14,ts_kal,home,30,30,24,30,29,27,29,28,116,124,137,133,130
5990,2018-03-14,ts_kal,work,34,54,48,47,53,54,50,51,55,60,93,-999,-999
5991,2018-03-15,ts_kal,home,119,69,46,33,28,45,46,57,61,90,99,82,60
5992,2018-03-15,ts_kal,work,49,37,35,44,49,37,38,42,41,37,43,-999,-999
5993,2018-03-16,ts_kal,home,73,74,65,63,39,46,54,52,36,32,40,30,21
5994,2018-03-16,ts_kal,work,61,57,71,63,58,63,58,56,45,36,32,-999,-999
5995,2018-03-17,ts_kal,home,19,17,13,11,12,10,25,29,49,57,56,68,61
5996,2018-03-17,ts_kal,work,29,38,40,26,23,29,37,46,61,66,55,-999,-999
5997,2018-03-18,ts_kal,home,47,59,51,58,65,63,69,66,66,59,61,47,37
5998,2018-03-18,ts_kal,work,42,46,28,33,24,60,78,76,59,54,63,-999,-999
5999,2018-03-19,ts_kal,home,22,26,22,26,13,11,11,23,28,33,26,15,13
6000,2018-03-19,ts_kal,work,9,8,14,19,23,21,25,28,24,29,31,-999,-999
6001,2018-03-20,ts_kal,home,17,15,17,24,20,28,30,34,32,40,40,38,32
6002,2018-03-20,ts_kal,work,39,46,46,49,39,38,45,47,58,52,45,-999,-999
6003,2018-03-21,ts_kal,home,37,36,31,33,29,34,34,41,42,50,56,47,51
6004,2018-03-21,ts_kal,work,43,41,39,36,48,43,38,57,30,33,37,-999,-999
6005,2018-03-22,ts_kal,home,46,42,36,31,35,35,42,38,116,133,143,140,152
6006,2018-03-22,ts_kal,work,46,45,48,51,66,77,94,135,137,131,130,-999,-999
6007,2018-03-23,ts_kal,home,152,133,68,7,25,34,31,36,7,6,19,22,13
6008,2018-03-23,ts_kal,work,50,44,29,16,10,8,5,7,6,5,11,-999,-999
6009,2018-03-24,ts_kal,home,15,12,14,13,21,23,22,22,27,30,27,30,24
6010,2018-03-24,ts_kal,work,37,23,17,15,29,31,27,17,21,24,23,-999,-999
6011,2018-03-25,ts_kal,home,28,32,33,46,50,70,89,106,32,17,28,28,30
6012,2018-03-25,ts_kal,work,102,106,97,69,67,52,48,46,37,31,28,-999,-999
6013,2018-03-26,ts_kal,home,28,24,29,27,29,31,36,41,46,56,53,47,44
6014,2018-03-26,ts_kal,work,45,48,54,49,51,43,47,42,43,38,39,-999,-999
6015,2018-03-27,ts_kal,home,44,42,35,32,29,35,36,43,48,51,54,52,50
6016,2018-03-27,ts_kal,work,42,56,47,51,51,55,59,53,52,54,51,-999,-999
6017,2018-03-28,ts_kal,home,50,46,41,40,42,43,42,42,160,178,195,198,191
6018,2018-03-28,ts_kal,work,45,47,49,50,50,49,102,95,100,118,150,-999,-999
6019,2018-03-29,ts_kal,home,188,177,165,142,141,144,151,158,73,69,67,61,62
6020,2018-03-29,ts_kal,work,125,73,73,67,65,61,76,86,78,98,89,-999,-999
6021,2018-03-30,ts_kal,home,59,49,42,41,42,34,41,31,47,75,69,44,47
6022,2018-03-30,ts_kal,work,33,37,42,44,37,45,51,60,56,47,38,-999,-999
6023,2018-03-31,ts_kal,home,53,52,50,44,38,38,38,44,79,57,37,28,35
6024,2018-03-31,ts_kal,work,50,48,52,47,46,58,100,173,160,131,85,-999,-999
6025,2018-04-01,ts_kal,home,39,47,57,70,81,87,89,93,86,86,79,79,78
6026,2018-04-01,ts_kal,work,101,113,91,74,66,68,72,100,102,95,93,-999,-999
6027,2018-04-02,ts_kal,home,77,77,80,75,75,77,73,75,60,63,63,54,44
6028,2018-04-02,ts_kal,work,74,83,92,101,112,125,123,102,80,83,75,-999,-999
6029,2018-04-03,ts_kal,home,39,20,12,13,5,9,4,43,18,36,36,33,29
6030,2018-04-03,ts_kal,work,47,55,4,1,8,20,57,32,33,43,45,-999,-999
6031,2018-04-04,ts_kal,home,25,28,28,31,37,34,30,29,126,141,140,109,83
6032,2018-04-04,ts_kal,work,31,38,54,94,108,113,111,131,134,136,137,-999,-999
6033,2018-04-05,ts_kal,home,49,33,36,41,41,40,44,43,32,33,31,32,31
6034,2018-04-05,ts_kal,work,46,51,54,54,56,49,55,55,46,26,26,-999,-999
6035,2018-04-06,ts_kal,home,25,32,35,29,27,36,35,39,32,36,40,36,34
6036,2018-04-06,ts_kal,work,40,36,31,33,51,37,34,30,28,32,29,-999,-999
6037,2018-04-07,ts_kal,home,31,34,32,32,31,35,36,35,48,53,50,42,42
6038,2018-04-07,ts_kal,work,39,31,31,31,34,27,30,40,48,44,44,-999,-999
6039,2018-04-08,ts_kal,home,48,39,33,36,35,34,32,29,68,69,61,52,46
6040,2018-04-08,ts_kal,work,31,37,48,57,63,76,82,78,81,80,74,-999,-999
6041,2018-04-09,ts_kal,home,43,49,48,49,55,51,49,57,118,125,135,123,108
6042,2018-04-09,ts_kal,work,79,71,72,76,54,96,90,80,76,94,102,-999,-999
6043,2018-04-10,ts_kal,home,108,118,114,106,141,156,131,127,35,39,51,38,23
6044,2018-04-10,ts_kal,work,127,99,79,110,106,103,101,75,50,29,20,-999,-999
6045,2018-04-11,ts_kal,home,22,24,10,2,3,3,11,10,21,20,22,22,28
6046,2018-04-11,ts_kal,work,11,11,16,18,20,32,40,45,45,31,26,-999,-999
6047,2018-04-12,ts_kal,home,30,32,30,37,41,40,39,35,42,44,49,43,36
6048,2018-04-12,ts_kal,work,40,40,41,47,46,51,71,64,59,48,52,-999,-999
6049,2018-04-13,ts_kal,home,37,41,41,38,31,32,36,41,68,79,90,79,75
6050,2018-04-13,ts_kal,work,50,48,47,56,72,75,84,93,79,75,69,-999,-999
6051,2018-04-14,ts_kal,home,67,66,52,47,45,49,59,62,57,60,63,48,48
6052,2018-04-14,ts_kal,work,58,60,82,83,68,57,53,54,49,57,57,-999,-999
6053,2018-04-15,ts_kal,home,43,40,47,56,52,54,36,30,30,24,25,26,33
6054,2018-04-15,ts_kal,work,35,51,38,21,14,30,41,52,26,38,31,-999,-999
6055,2018-04-16,ts_kal,home,33,35,31,49,47,41,30,31,53,42,55,54,55
6056,2018-04-16,ts_kal,work,30,21,27,39,52,62,69,56,56,64,57,-999,-999
6057,2018-04-17,ts_kal,home,39,43,45,47,45,36,37,42,62,66,57,61,58
6058,2018-04-17,ts_kal,work,44,56,49,51,51,60,60,65,63,63,56,-999,-999
6059,2018-04-18,ts_kal,home,60,56,46,47,44,37,37,33,56,57,44,43,47
6060,2018-04-18,ts_kal,work,48,48,49,39,37,36,34,42,58,66,73,-999,-999
6061,2018-04-19,ts_kal,home,50,48,45,42,45,43,43,48,104,109,72,62,53
6062,2018-04-19,ts_kal,work,56,45,40,39,38,26,22,29,43,84,95,-999,-999
6063,2018-04-20,ts_kal,home,52,40,36,24,63,71,61,30,35,41,36,36,33
6064,2018-04-20,ts_kal,work,24,40,34,35,32,33,35,26,38,40,38,-999,-999
6065,2018-04-21,ts_kal,home,26,22,17,19,15,12,16,21,3,7,4,5,6
6066,2018-04-21,ts_kal,work,23,24,26,16,9,8,3,8,4,6,4,-999,-999
6067,2018-04-22,ts_kal,home,4,4,5,2,9,7,8,6,17,30,21,30,31
6068,2018-04-22,ts_kal,work,6,4,3,2,5,1,9,7,6,19,18,-999,-999
6069,2018-04-23,ts_kal,home,34,22,23,27,27,28,33,41,161,161,99,84,48
6070,2018-04-23,ts_kal,work,60,71,71,130,122,146,171,142,132,146,145,-999,-999
6071,2018-04-24,ts_kal,home,61,105,116,105,101,97,110,112,94,47,50,48,94
6072,2018-04-24,ts_kal,work,45,91,60,45,47,44,39,39,44,55,63,-999,-999
6073,2018-04-25,ts_kal,home,87,81,61,55,58,67,69,71,14,18,25,27,13
6074,2018-04-25,ts_kal,work,63,48,49,47,39,36,34,28,26,18,16,-999,-999
6075,2018-04-26,ts_kal,home,9,8,13,10,9,8,6,11,38,41,52,51,50
6076,2018-04-26,ts_kal,work,21,27,26,31,26,25,35,31,32,35,28,-999,-999
6077,2018-04-27,ts_kal,home,34,34,35,29,28,28,24,22,56,54,46,43,40
6078,2018-04-27,ts_kal,work,31,29,30,35,44,46,50,45,48,43,44,-999,-999
6079,2018-04-28,ts_kal,home,41,45,35,32,29,31,34,30,46,44,44,45,51
6080,2018-04-28,ts_kal,work,29,32,42,54,48,59,49,46,43,53,49,-999,-999
6081,2018-04-29,ts_kal,home,54,54,43,41,40,34,41,38,68,73,69,66,72
6082,2018-04-29,ts_kal,work,32,38,42,35,36,44,45,51,53,71,74,-999,-999
6083,2018-04-30,ts_kal,home,50,51,49,46,47,43,40,45,29,29,28,29,21
6084,2018-04-30,ts_kal,work,46,41,49,52,41,32,30,26,23,26,25,-999,-999
6085,2018-05-01,ts_kal,home,16,21,19,13,16,12,12,13,23,40,43,49,44
6086,2018-05-01,ts_kal,work,18,15,16,18,18,17,24,23,27,22,23,-999,-999
6087,2018-05-02,ts_kal,home,40,30,15,13,13,9,7,5,16,15,12,26,19
6088,2018-05-02,ts_kal,work,15,13,16,17,15,12,14,17,18,22,24,-999,-999
6089,2018-05-03,ts_kal,home,9,9,10,13,17,52,26,4,14,10,7,8,8
6090,2018-05-03,ts_kal,work,30,20,24,25,35,19,35,31,24,19,21,-999,-999
6091,2018-05-04,ts_kal,home,8,7,10,11,13,13,13,11,129,108,73,74,65
6092,2018-05-04,ts_kal,work,32,50,65,110,59,43,40,59,57,90,107,-999,-999
6093,2018-05-05,ts_kal,home,65,75,86,84,96,101,107,124,52,54,58,61,60
6094,2018-05-05,ts_kal,work,142,160,148,121,102,119,109,80,57,49,48,-999,-999
6095,2018-05-06,ts_kal,home,55,57,58,51,45,42,39,41,58,53,53,51,45
6096,2018-05-06,ts_kal,work,45,47,43,43,52,49,50,60,48,55,56,-999,-999
6097,2018-05-07,ts_kal,home,47,47,52,46,48,42,45,47,70,80,86,90,81
6098,2018-05-07,ts_kal,work,55,70,104,75,85,105,76,69,66,69,65,-999,-999
6099,2018-05-08,ts_kal,home,76,65,58,60,62,61,64,62,69,66,86,81,80
6100,2018-05-08,ts_kal,work,71,92,41,85,58,41,45,45,55,83,75,-999,-999
6101,2018-05-09,ts_kal,home,86,74,90,122,153,171,149,123,78,83,92,84,85
6102,2018-05-09,ts_kal,work,131,117,110,98,89,100,110,98,95,97,84,-999,-999
6103,2018-05-10,ts_kal,home,78,80,71,73,68,62,46,42,54,62,41,29,25
6104,2018-05-10,ts_kal,work,46,54,62,64,62,63,67,74,67,75,62,-999,-999
6105,2018-05-11,ts_kal,home,20,14,12,11,14,13,10,13,41,53,46,48,44
6106,2018-05-11,ts_kal,work,21,26,30,37,36,33,53,59,93,46,63,-999,-999
6107,2018-05-12,ts_kal,home,34,35,29,25,22,19,16,19,78,88,91,83,67
6108,2018-05-12,ts_kal,work,22,30,24,31,48,52,62,70,65,64,58,-999,-999
6109,2018-05-13,ts_kal,home,77,77,77,81,80,81,82,99,52,62,68,63,57
6110,2018-05-13,ts_kal,work,101,95,69,65,64,59,55,55,55,50,46,-999,-999
6111,2018-05-14,ts_kal,home,47,25,32,28,30,37,39,44,32,55,53,48,55
6112,2018-05-14,ts_kal,work,48,50,74,77,59,49,62,59,52,37,35,-999,-999
6113,2018-05-15,ts_kal,home,53,56,62,69,58,37,31,40,44,61,62,63,54
6114,2018-05-15,ts_kal,work,49,71,50,52,48,57,46,51,52,50,46,-999,-999
6115,2018-05-16,ts_kal,home,55,53,51,50,48,36,35,42,74,90,86,53,43
6116,2018-05-16,ts_kal,work,49,59,54,71,56,77,81,74,75,73,67,-999,-999
6117,2018-05-17,ts_kal,home,51,52,55,60,59,44,41,52,38,67,67,64,64
6118,2018-05-17,ts_kal,work,52,47,58,53,63,38,17,22,30,26,27,-999,-999
6119,2018-05-18,ts_kal,home,58,67,64,47,54,42,46,43,50,64,68,59,54
6120,2018-05-18,ts_kal,work,55,62,50,50,57,71,53,49,39,48,43,-999,-999
6121,2018-05-19,ts_kal,home,58,53,52,48,46,45,48,43,39,37,42,41,46
6122,2018-05-19,ts_kal,work,49,36,26,32,37,40,43,55,45,40,32,-999,-999
6123,2018-05-20,ts_kal,home,29,32,40,34,37,37,33,32,61,61,58,51,52
6124,2018-05-20,ts_kal,work,31,34,43,37,45,48,46,57,56,44,53,-999,-999
6125,2018-05-21,ts_kal,home,52,53,54,46,37,33,40,37,35,38,58,58,57
6126,2018-05-21,ts_kal,work,39,36,37,35,30,24,20,53,21,27,21,-999,-999
6127,2018-05-22,ts_kal,home,51,41,20,31,27,29,28,26,40,32,30,31,38
6128,2018-05-22,ts_kal,work,33,46,35,34,30,21,30,39,51,37,30,-999,-999
6129,2018-05-23,ts_kal,home,42,47,51,57,68,81,64,52,41,53,61,56,52
6130,2018-05-23,ts_kal,work,46,46,42,42,44,33,26,40,40,35,39,-999,-999
6131,2018-05-24,ts_kal,home,42,46,45,45,45,54,48,30,38,46,52,50,58
6132,2018-05-24,ts_kal,work,36,44,46,56,55,60,80,99,68,44,35,-999,-999
6133,2018-05-25,ts_kal,home,58,54,47,48,45,48,49,40,90,107,113,95,86
6134,2018-05-25,ts_kal,work,43,51,49,50,56,64,86,96,114,108,95,-999,-999
6135,2018-05-26,ts_kal,home,88,86,77,75,79,68,48,72,75,84,106,93,71
6136,2018-05-26,ts_kal,work,73,75,98,84,40,30,43,49,51,53,65,-999,-999
6137,2018-05-27,ts_kal,home,68,60,53,49,47,64,59,30,26,34,52,48,43
6138,2018-05-27,ts_kal,work,28,29,37,36,70,29,26,31,32,32,42,-999,-999
6139,2018-05-28,ts_kal,home,44,53,26,36,41,37,34,23,52,83,102,63,47
6140,2018-05-28,ts_kal,work,28,30,29,43,61,69,94,110,130,106,77,-999,-999
6141,2018-05-29,ts_kal,home,46,44,36,43,39,32,30,27,36,43,46,48,50
6142,2018-05-29,ts_kal,work,40,32,37,35,37,35,35,32,45,44,39,-999,-999
6143,2018-05-30,ts_kal,home,55,43,40,41,35,32,40,43,40,55,52,56,52
6144,2018-05-30,ts_kal,work,45,58,51,49,42,46,39,47,52,51,44,-999,-999
6145,2018-05-31,ts_kal,home,52,46,47,41,32,34,32,30,59,68,65,71,72
6146,2018-05-31,ts_kal,work,38,52,66,66,42,49,76,101,71,68,62,-999,-999
6147,2018-06-01,ts_kal,home,67,58,57,57,63,59,54,53,42,65,63,49,40
6148,2018-06-01,ts_kal,work,70,72,70,99,90,52,59,47,53,45,40,-999,-999
6149,2018-06-02,ts_kal,home,35,34,41,42,38,37,35,33,65,63,64,63,55
6150,2018-06-02,ts_kal,work,33,40,53,49,45,43,45,72,92,84,74,-999,-999
6151,2018-06-03,ts_kal,home,49,50,51,53,50,39,48,43,38,39,35,39,43
6152,2018-06-03,ts_kal,work,34,33,36,31,33,32,36,33,40,41,42,-999,-999
6153,2018-06-04,ts_kal,home,45,43,42,40,49,45,40,40,44,50,40,37,35
6154,2018-06-04,ts_kal,work,48,55,58,60,51,49,48,44,52,55,52,-999,-999
6155,2018-06-05,ts_kal,home,34,33,49,60,38,37,34,28,31,30,38,39,35
6156,2018-06-05,ts_kal,work,35,54,39,31,22,18,33,28,32,53,40,-999,-999
6157,2018-06-06,ts_kal,home,34,30,27,19,19,21,20,16,101,125,127,121,114
6158,2018-06-06,ts_kal,work,37,45,48,53,50,60,71,86,79,99,96,-999,-999
6159,2018-06-07,ts_kal,home,111,111,113,110,117,124,114,108,67,69,76,70,66
6160,2018-06-07,ts_kal,work,107,92,84,87,106,104,98,97,89,92,73,-999,-999
6161,2018-06-08,ts_kal,home,52,44,40,35,31,31,29,40,27,62,51,53,65
6162,2018-06-08,ts_kal,work,41,47,49,68,68,59,93,84,65,50,40,-999,-999
6163,2018-06-09,ts_kal,home,50,42,42,35,27,36,40,37,63,93,100,95,92
6164,2018-06-09,ts_kal,work,47,45,26,34,52,42,46,88,91,94,71,-999,-999
6165,2018-06-10,ts_kal,home,86,85,74,73,67,64,75,36,44,36,48,48,48
6166,2018-06-10,ts_kal,work,78,39,39,46,52,54,46,42,50,40,45,-999,-999
6167,2018-06-11,ts_kal,home,40,33,18,21,24,29,25,23,25,30,30,28,27
6168,2018-06-11,ts_kal,work,37,32,29,34,30,41,49,38,45,58,41,-999,-999
6169,2018-06-12,ts_kal,home,23,26,25,26,15,27,27,26,16,22,16,12,12
6170,2018-06-12,ts_kal,work,29,36,45,48,44,39,50,48,51,54,48,-999,-999
6171,2018-06-13,ts_kal,home,14,12,11,8,8,8,9,10,44,51,53,45,52
6172,2018-06-13,ts_kal,work,16,14,19,22,35,28,35,43,50,61,47,-999,-999
6173,2018-06-14,ts_kal,home,48,29,16,15,14,10,10,16,25,43,49,52,25
6174,2018-06-14,ts_kal,work,26,26,24,25,24,28,30,31,31,32,31,-999,-999
6175,2018-06-15,ts_kal,home,22,22,17,18,19,11,18,17,28,32,29,25,22
6176,2018-06-15,ts_kal,work,22,27,32,38,36,28,33,27,26,28,22,-999,-999
6177,2018-06-16,ts_kal,home,22,20,25,30,28,30,22,28,33,36,49,64,61
6178,2018-06-16,ts_kal,work,36,28,8,23,21,33,49,32,33,34,34,-999,-999
6179,2018-06-17,ts_kal,home,60,56,52,52,43,35,30,27,39,36,43,41,48
6180,2018-06-17,ts_kal,work,31,28,26,26,44,35,29,26,30,32,31,-999,-999
6181,2018-06-18,ts_kal,home,50,53,45,40,47,43,37,35,49,54,53,50,48
6182,2018-06-18,ts_kal,work,41,42,43,44,55,53,59,77,75,61,52,-999,-999
6183,2018-06-19,ts_kal,home,47,48,53,41,33,29,32,35,24,31,22,14,12
6184,2018-06-19,ts_kal,work,48,61,50,47,42,33,34,34,34,90,35,-999,-999
6185,2018-06-20,ts_kal,home,14,13,13,14,11,12,15,16,45,50,49,45,47
6186,2018-06-20,ts_kal,work,17,17,14,19,38,34,55,65,62,61,43,-999,-999
6187,2018-06-21,ts_kal,home,44,40,32,39,47,46,36,30,68,68,71,58,54
6188,2018-06-21,ts_kal,work,46,45,51,51,48,41,46,47,85,79,77,-999,-999
6189,2018-06-22,ts_kal,home,55,54,53,48,38,36,34,42,24,29,18,22,30
6190,2018-06-22,ts_kal,work,49,32,45,43,58,49,69,64,59,49,35,-999,-999
6191,2018-06-23,ts_kal,home,31,30,25,21,26,30,25,38,30,36,36,35,32
6192,2018-06-23,ts_kal,work,32,18,30,29,31,42,67,58,43,40,29,-999,-999
6193,2018-06-24,ts_kal,home,30,30,32,34,29,36,36,43,76,60,57,48,48
6194,2018-06-24,ts_kal,work,58,50,58,56,55,59,66,72,71,73,77,-999,-999
6195,2018-06-25,ts_kal,home,42,40,31,30,24,23,15,13,28,35,22,22,16
6196,2018-06-25,ts_kal,work,17,23,26,19,26,25,37,34,35,32,26,-999,-999
6197,2018-06-26,ts_kal,home,17,9,12,11,12,9,8,6,18,23,14,10,9
6198,2018-06-26,ts_kal,work,10,13,18,19,20,17,13,17,26,30,24,-999,-999
6199,2018-06-27,ts_kal,home,6,13,5,6,2,4,4,7,21,25,22,16,14
6200,2018-06-27,ts_kal,work,6,13,14,17,17,18,24,22,33,29,21,-999,-999
6201,2018-06-28,ts_kal,home,17,15,9,9,7,8,10,13,34,39,47,50,55
6202,2018-06-28,ts_kal,work,13,26,17,21,23,16,23,27,36,36,32,-999,-999
6203,2018-06-29,ts_kal,home,52,39,35,37,43,36,42,39,59,69,74,69,23
6204,2018-06-29,ts_kal,work,20,15,27,40,36,34,36,33,40,74,75,-999,-999
6205,2018-06-30,ts_kal,home,5,6,5,2,2,6,4,4,18,35,39,31,32
6206,2018-06-30,ts_kal,work,3,3,2,33,1,2,9,11,11,13,20,-999,-999
6207,2018-07-01,ts_kal,home,51,42,40,50,38,36,24,27,70,64,67,57,53
6208,2018-07-01,ts_kal,work,41,32,36,39,43,54,51,53,52,68,69,-999,-999
6209,2018-07-02,ts_kal,home,46,41,40,44,37,35,33,29,25,13,21,14,8
6210,2018-07-02,ts_kal,work,31,20,30,38,20,27,34,41,52,42,34,-999,-999
6211,2018-07-03,ts_kal,home,16,20,17,24,22,23,12,14,20,27,39,34,38
6212,2018-07-03,ts_kal,work,19,22,20,44,23,36,24,24,20,33,16,-999,-999
6213,2018-07-04,ts_kal,home,34,33,42,48,56,64,56,31,35,49,64,59,63
6214,2018-07-04,ts_kal,work,39,47,71,63,68,72,88,90,88,73,59,-999,-999
6215,2018-07-05,ts_kal,home,67,52,43,38,36,20,36,8,16,27,20,22,20
6216,2018-07-05,ts_kal,work,17,29,24,40,35,28,23,16,10,9,7,-999,-999
6217,2018-07-06,ts_kal,home,12,8,1,3,2,2,5,5,9,19,19,30,39
6218,2018-07-06,ts_kal,work,4,5,9,6,8,7,13,11,12,6,14,-999,-999
6219,2018-07-07,ts_kal,home,30,32,33,32,35,30,35,21,22,23,24,28,33
6220,2018-07-07,ts_kal,work,17,12,12,28,12,14,22,36,21,35,37,-999,-999
6221,2018-07-08,ts_kal,home,32,34,33,29,32,36,35,35,29,31,46,24,21
6222,2018-07-08,ts_kal,work,35,36,38,46,51,25,21,27,25,24,31,-999,-999
6223,2018-07-09,ts_kal,home,27,31,27,28,29,29,29,34,65,39,35,37,38
6224,2018-07-09,ts_kal,work,46,43,34,65,44,72,51,54,60,54,74,-999,-999
6225,2018-07-10,ts_kal,home,41,41,42,39,36,39,45,43,66,60,64,59,55
6226,2018-07-10,ts_kal,work,67,45,33,35,45,39,45,36,43,59,64,-999,-999
6227,2018-07-11,ts_kal,home,37,27,22,13,13,10,7,7,26,27,38,33,32
6228,2018-07-11,ts_kal,work,9,10,12,36,33,27,17,22,22,30,32,-999,-999
